Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
11,-0.0951012447476387,2.823997974395752,106.51581573486328,0.08038850553722933,0.34819322930111885,-88.73616566942809,-1.5796155,1.1425799,0.7716066,2.7866988,-6.6439004,16.116283,18.942314,-5.0180573,55.501095,-3.9969761,-2.0540528,-7.6412864,10.923244,-18.026205,-4.923318,57.487255,-12.585065,-5.677606,1.3777547,1.293587,0.38193303,9.213503,5.659911,-7.5041285,0.0,1.8869603,-1.2733573,-7.5551944,5.687,-8.706921,0.0
12,-0.09534820169210434,2.8211257457733154,106.515625,0.08067326017658356,0.3489653507265026,-88.73640573073516,-1.5797565,1.143113,0.77125657,2.786703,-6.6439095,16.117102,18.947487,-5.018038,55.5013,-3.9970481,-2.054082,-7.641431,10.92385,-18.031904,-4.9235806,57.48748,-12.5849695,-5.67768,1.3778361,1.2951288,0.3816556,9.214028,5.6590333,-7.505446,0.0,1.887003,-1.2736406,-7.5549674,5.688572,-8.709312,0.0
13,-0.09629039466381073,2.8185324668884277,106.51514434814453,0.08110209000860472,0.3496575352509506,-88.73662608745533,-1.5799414,1.1435808,0.77092814,2.7867072,-6.643918,16.117899,18.952494,-5.018014,55.501507,-3.9971209,-2.0541093,-7.641568,10.924434,-18.037413,-4.9238334,57.487698,-12.584876,-5.6777534,1.377918,1.2960474,0.38173282,9.214403,5.6593575,-7.507319,0.0,1.8844775,-1.2739772,-7.553942,5.6956353,-8.714724,0.0
14,-0.0969916433095932,2.8156003952026367,106.51480865478516,0.08134747289975822,0.3503772849079112,-88.7368324388675,-1.5801753,1.1439571,0.7706268,2.7867112,-6.643926,16.1187,18.957489,-5.017981,55.501717,-3.9972003,-2.0541363,-7.641701,10.925017,-18.042904,-4.9240828,57.487915,-12.584785,-5.6778274,1.3780037,1.2965822,0.38196972,9.214724,5.660139,-7.5093317,0.0,1.8837998,-1.2740232,-7.553393,5.6988378,-8.718076,0.0
15,-0.09722785651683807,2.8146562576293945,106.5146484375,0.08142486603670969,0.3506315086908346,-88.73691895084671,-1.5803103,1.1441103,0.7704945,2.7867131,-6.6439304,16.119104,18.95999,-5.01796,55.501827,-3.9972434,-2.0541499,-7.6417656,10.925311,-18.045647,-4.924205,57.488026,-12.584741,-5.677864,1.3780484,1.2973258,0.3820573,9.2150755,5.659604,-7.5098267,0.0,1.8843571,-1.273897,-7.553278,5.6984525,-8.718547,0.0
16,-0.09818277508020401,2.814432144165039,106.51423645019531,0.081653079007171,0.3508093422207084,-88.73702437271113,-1.5805804,1.1443722,0.770264,2.7867172,-6.6439385,16.119913,18.964975,-5.0179124,55.50205,-3.9973338,-2.0541754,-7.64189,10.925897,-18.051115,-4.924444,57.488243,-12.584656,-5.6779375,1.3781409,1.2977629,0.38228688,9.2153225,5.6591444,-7.5099196,0.0,1.8797394,-1.2742007,-7.5518,5.707494,-8.723362,0.0
17,-0.09818311035633087,2.8144290447235107,106.51457214355469,0.0816524315317248,0.35080195350879595,-88.73702437995821,-1.5805804,1.1443722,0.770264,2.7867172,-6.6439385,16.119913,18.964975,-5.0179124,55.50205,-3.9973338,-2.0541754,-7.64189,10.925897,-18.051115,-4.924444,57.488243,-12.584656,-5.6779375,1.3781409,1.2982458,0.38219205,9.215556,5.6582613,-7.509497,0.0,1.8839796,-1.2736447,-7.552993,5.6993413,-8.719279,0.0
18,-0.09767382591962814,2.8129165172576904,106.51467895507812,0.08153520556318251,0.35133306691768196,-88.73695674926937,-1.5806469,1.1445347,0.77017206,2.7867193,-6.643943,16.120325,18.967478,-5.0178876,55.502167,-3.9973779,-2.0541854,-7.641948,10.926192,-18.05385,-4.9245577,57.488354,-12.584616,-5.6779737,1.3781887,1.2994365,0.38193244,9.2158985,5.656455,-7.509347,0.0,1.8873365,-1.2733549,-7.5540137,5.6937475,-8.717345,0.0
19,-0.09607082605361938,2.807713031768799,106.51488494873047,0.08116971196142682,0.35318284944239536,-88.73640590110507,-1.5807356,1.1453018,0.76980126,2.786728,-6.6439595,16.121958,18.977423,-5.017792,55.502632,-3.9975498,-2.0542202,-7.642176,10.927358,-18.064692,-4.925,57.488792,-12.58446,-5.678121,1.3783846,1.299004,0.38167697,9.215331,5.65967,-7.5141673,0.0,1.8952732,-1.2729354,-7.556583,5.6808977,-8.713903,0.0
20,-0.09494476020336151,2.8053717613220215,106.51475524902344,0.08099019802192982,0.35409056399790756,-88.73600003643159,-1.5807123,1.1457617,0.7696082,2.7867324,-6.643968,16.12284,18.98272,-5.0177417,55.502884,-3.99764,-2.0542362,-7.642296,10.927982,-18.07045,-4.9252334,57.48902,-12.584375,-5.6782017,1.3784899,1.2994471,0.3812503,9.215128,5.659991,-7.5159397,0.0,1.8967501,-1.2732521,-7.557284,5.679228,-8.714446,0.0
21,-0.09420595318078995,2.802210569381714,106.51429748535156,0.08083830136088363,0.35512205057504553,-88.7355360488505,-1.5806708,1.1462121,0.76941365,2.7867372,-6.6439767,16.1237,18.987846,-5.0176916,55.503128,-3.9977279,-2.0542495,-7.6424127,10.928579,-18.076014,-4.925463,57.489243,-12.584286,-5.678286,1.3785924,1.3007355,0.38088033,9.214992,5.6593328,-7.517696,0.0,1.8964305,-1.273686,-7.557523,5.681836,-8.717715,0.0
22,-0.09420450031757355,2.8022115230560303,106.51412963867188,0.08084400784361577,0.3551245346330085,-88.73553602941341,-1.5806708,1.1462121,0.76941365,2.7867372,-6.6439767,16.1237,18.987846,-5.0176916,55.503128,-3.9977279,-2.0542495,-7.6424127,10.928579,-18.076014,-4.925463,57.489243,-12.584286,-5.678286,1.3785924,1.3007065,0.38097486,9.214869,5.6595936,-7.5180774,0.0,1.8952008,-1.2738361,-7.5571847,5.6842847,-8.719045,0.0
23,-0.09329396486282349,2.7981812953948975,106.51315307617188,0.0808058323205861,0.35656286269299947,-88.73450631063703,-1.5805932,1.1471099,0.7689936,2.7867463,-6.643993,16.125364,18.99772,-5.017585,55.503624,-3.9979055,-2.0542696,-7.6426525,10.929688,-18.086674,-4.92594,57.48964,-12.584066,-5.6784787,1.3787909,1.301381,0.38051134,9.214041,5.6600876,-7.520842,0.0,1.8893598,-1.2752554,-7.5562463,5.698342,-8.728805,0.0
