Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
22,1.3857837915420532,4.206146717071533,105.53069305419922,-0.05864608212759458,-1.9877097009201987,-117.71828359187604,-0.49501467,1.4717582,6.9840326,16.564991,-18.859373,22.285015,29.393717,-25.161037,11.946774,-1.7735158,-0.45768017,5.3327613,11.7250595,-31.919806,48.93971,7.824136,31.880869,6.6749725,-9.93689,-6.508418,12.290749,27.308706,15.826605,-3.8995986,0.0,4.2585936,-3.655286,-15.023885,11.580992,-13.367077,0.0
23,1.408217430114746,4.2763752937316895,105.50334167480469,-0.14542762489955738,-2.0860169553161185,-118.17820535021096,-0.5891344,1.674209,7.062702,16.958338,-18.985044,21.368723,29.581999,-25.724274,10.422113,-2.1505249,-0.54729503,5.4725738,10.234831,-31.474245,49.57532,6.918929,32.584343,6.5719953,-10.033772,-6.4654613,12.588323,27.729752,16.224136,-4.085407,0.0,4.012417,-3.6097693,-14.49896,11.999985,-13.489195,0.0
24,1.434639811515808,4.369304180145264,105.47348022460938,-0.23305602231962727,-2.19243336556487,-118.64884534246583,-0.69536847,1.8887575,7.1479483,17.349527,-19.085398,20.352488,29.801094,-26.25687,8.87738,-2.4659908,-0.64284825,5.6084137,8.672243,-31.029564,50.193542,5.9401627,33.419212,6.389856,-10.222811,-6.421377,12.896016,28.16035,16.624573,-4.259522,0.0,3.738873,-3.5598383,-13.9563675,12.460017,-13.61983,0.0
25,1.459879994392395,4.469307899475098,105.44293975830078,-0.32306426503579605,-2.3107365367956922,-119.12671014686767,-0.8169356,2.117018,7.2461343,17.73298,-19.165401,19.228006,30.053907,-26.772936,7.303706,-2.6935475,-0.7460389,5.7315583,7.033076,-30.587645,50.809654,4.8703756,34.452087,6.0947104,-10.540514,-6.354456,13.210095,28.603828,17.01278,-4.4239883,0.0,3.482663,-3.496592,-13.412053,12.903768,-13.740354,0.0
26,1.493472933769226,4.556809425354004,105.41388702392578,-0.41353899042006625,-2.439957480288778,-119.61631244821126,-0.9528819,2.3558857,7.354161,18.116922,-19.223995,17.993385,30.331163,-27.281181,5.7056913,-2.8394885,-0.854668,5.8558545,5.315245,-30.148483,51.4139,3.7177005,35.598946,5.700156,-10.964536,-6.262318,13.522334,29.065617,17.403873,-4.59861,0.0,3.2645166,-3.429043,-12.867077,13.301215,-13.839478,0.0
27,1.5447044372558594,4.63930606842041,105.38206481933594,-0.502531345218756,-2.5726525820652295,-120.12226831172082,-1.0971195,2.604075,7.4609327,18.507801,-19.252617,16.645288,30.639738,-27.77038,4.1088953,-2.9768505,-0.9685114,5.987859,3.516827,-29.719364,51.982025,2.5190983,36.770927,5.2582088,-11.421384,-6.1761694,13.836633,29.538235,17.830904,-4.797455,0.0,3.035058,-3.3703203,-12.30179,13.715609,-13.940783,0.0
28,1.5971394777297974,4.724246025085449,105.34947204589844,-0.5874506419781893,-2.701221913925572,-120.6493467857093,-1.2438126,2.8604887,7.55576,18.911993,-19.242386,15.181589,30.987375,-28.229755,2.5377643,-3.178044,-1.0880198,6.1343594,1.6394153,-29.301765,52.490078,1.3127477,37.8795,4.8220077,-11.841486,-6.0772753,14.147516,30.04036,18.240454,-4.983149,0.0,2.786896,-3.3125064,-11.712581,14.141494,-14.04004,0.0
29,1.6430639028549194,4.822834491729736,105.31361389160156,-0.6705627764605372,-2.8244996237205955,-121.19854437546836,-1.392579,3.1297493,7.634435,19.328432,-19.186392,13.598144,31.383577,-28.680851,0.9754184,-3.51118,-1.2177143,6.2869477,-0.32216895,-28.905775,52.93505,0.0731621,38.994423,4.418086,-12.21677,-5.978553,14.468468,30.56298,18.648407,-5.1629558,0.0,2.5000904,-3.2478225,-11.091835,14.608432,-14.1529,0.0
30,1.7080210447311401,4.88759708404541,105.2803726196289,-0.7525549550619481,-2.946302223120787,-121.76757370635919,-1.5461352,3.4110096,7.703348,19.754698,-19.090992,11.893191,31.82779,-29.133501,-0.5870917,-3.9283864,-1.3576114,6.445212,-2.3688145,-28.526611,53.328598,-1.2031362,40.130497,4.009599,-12.581053,-5.8645163,14.778199,31.109417,19.07261,-5.372924,0.0,2.2480743,-3.1907995,-10.460445,15.015491,-14.238906,0.0
31,1.7815686464309692,4.96518087387085,105.24274444580078,-0.8277457650199256,-3.0665062358982302,-122.35588820002444,-1.7024928,3.6944048,7.7668414,20.195566,-18.966488,10.070535,32.312004,-29.556,-2.1124063,-4.3245764,-1.5044382,6.6283116,-4.494491,-28.153223,53.667576,-2.4534662,41.123547,3.5630898,-12.931315,-5.7581177,15.089086,31.674389,19.5116,-5.582901,0.0,1.9490435,-3.1412733,-9.797559,15.481455,-14.341538,0.0
32,1.8376644849777222,5.05737829208374,105.20094299316406,-0.8903185584239606,-3.1849634738388954,-122.96277356859066,-1.8596987,3.9700096,7.8290706,20.655403,-18.823519,8.137643,32.828575,-29.91135,-3.5660312,-4.5923114,-1.6545577,6.856626,-6.692055,-27.776781,53.945568,-3.618158,41.814247,3.0468435,-13.265195,-5.6369624,15.3990755,32.269855,19.934746,-5.7745624,0.0,1.6110741,-3.0912151,-9.107325,16.00571,-14.469712,0.0
