Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,AAHead_yaw,Head_pitch,Left_Shoulder_Pitch,Left_Shoulder_Roll,Left_Elbow_Pitch,Left_Elbow_Yaw,Left_Wrist_Pitch,Left_Wrist_Yaw,Left_Hand_Roll,Right_Shoulder_Pitch,Right_Shoulder_Roll,Right_Elbow_Pitch,Right_Elbow_Yaw,Right_Wrist_Pitch,Right_Wrist_Yaw,Right_Hand_Roll,Waist,Left_Hip_Pitch,Left_Hip_Roll,Left_Hip_Yaw,Left_Knee_Pitch,Left_Ankle_Pitch,Left_Ankle_Roll,Right_Hip_Pitch,Right_Hip_Roll,Right_Hip_Yaw,Right_Knee_Pitch,Right_Ankle_Pitch,Right_Ankle_Roll
34,0.926113486289978,2.7224645614624023,67.50115203857422,1.2767285132395292,0.39831927905953446,-126.19785298261809,21.358784,-15.570785,0.7385341,-40.31244,32.965267,-103.53244,-9.601221,4.924987,8.907184,-22.721216,62.235855,58.843716,82.16202,-45.536922,-0.85942954,-5.820831,1.9078352,-1.1427207,12.792409,35.634113,10.915272,-2.6746788,-14.055235,-5.56788,-6.8261266,-7.7147965,19.502035,-14.21977,8.2483635
35,0.9801689386367798,2.790435314178467,67.47712707519531,1.3857556700442981,0.29989443819562356,-127.00396539567939,21.880814,-15.41381,0.13776438,-38.59594,31.67747,-106.632706,-9.727914,5.019547,9.238142,-24.70256,62.526875,58.357674,83.62878,-45.399754,-0.39632922,-6.290341,2.0523133,-0.81320906,12.751089,36.313583,10.90171,-2.6455824,-14.127957,-6.2074084,-6.869153,-6.9836874,20.387333,-14.436628,8.163383
36,1.0315746068954468,2.8555030822753906,67.45549011230469,1.509574344472751,0.20810117792064584,-127.82774125119317,22.407473,-15.27277,-0.4544622,-36.83485,30.264557,-109.660774,-9.9701395,5.15327,9.635688,-26.719048,62.817787,57.839188,85.06561,-45.222996,0.042245016,-6.839886,2.1964376,-0.46892005,12.684366,37.007706,10.865539,-2.6051366,-14.205517,-6.8354745,-6.9067407,-6.235068,21.235828,-14.634021,8.078997
37,1.0805672407150269,2.9172298908233643,67.43384552001953,1.6494161429373644,0.1211888242760707,-128.66813304983916,22.934496,-15.142183,-0.9731941,-35.408543,28.654364,-112.47114,-9.983329,5.375303,9.985185,-28.350878,62.9862,56.98018,86.79688,-44.705185,0.3898269,-7.4479074,2.341776,-0.11249696,12.592827,37.712257,10.815574,-2.5577412,-14.28735,-7.4651155,-6.9433417,-5.46901,22.078762,-14.826987,7.995967
38,1.1273469924926758,2.976283550262451,67.40603637695312,1.800010575146666,0.03788718831776867,-129.52615378594194,23.465929,-15.014333,-1.4331491,-34.302845,26.961159,-115.10073,-9.705474,5.6612954,10.358296,-29.602783,63.03067,55.865414,88.83034,-43.82818,0.71508056,-8.142982,2.489283,0.24098979,12.497063,38.423954,10.789117,-2.519166,-14.375847,-8.132157,-6.975432,-4.681966,22.984768,-15.047186,7.913808
39,1.177074909210205,3.033479690551758,67.35645294189453,1.9496180719857326,-0.03541894662489889,-130.40202008553462,24.007082,-14.911789,-2.0294044,-32.871723,25.088535,-117.764694,-9.868619,6.022966,10.752417,-31.181845,63.046734,54.707783,90.76286,-43.20759,0.8503819,-8.786928,2.637354,0.54379946,12.44326,39.131824,10.87747,-2.5268297,-14.474026,-8.942072,-6.99804,-3.861812,24.127186,-15.37016,7.8356338
40,1.2197372913360596,3.0877816677093506,67.3427505493164,2.127482535332975,-0.09544230247819152,-131.2954071649853,24.562126,-14.838077,-2.7109535,-31.187878,23.227911,-120.366135,-10.413465,6.3369927,11.358288,-33.022358,63.09022,53.748165,92.44147,-42.869972,1.0210602,-9.445223,2.7715042,0.91586953,12.301701,39.88617,10.789163,-2.4388793,-14.576011,-9.543811,-7.007257,-3.0346284,24.854534,-15.498122,7.7570906
41,1.266646146774292,3.13411545753479,67.30699157714844,2.3053742796896963,-0.14316627787990102,-132.20799761105633,25.129305,-14.806232,-3.3387852,-29.705349,21.435007,-122.62441,-10.835063,6.490814,12.116933,-34.676834,63.15887,52.772945,94.1152,-42.47124,1.2459897,-10.1075735,2.9010603,1.2275654,12.214114,40.641644,10.844947,-2.3919356,-14.689693,-10.288949,-7.009526,-2.16788,25.81896,-15.73118,7.6900096
42,1.3065483570098877,3.17958402633667,67.29485321044922,2.510403026350094,-0.18026940878331865,-133.14335682294714,25.711956,-14.795746,-4.0375857,-28.47816,19.803127,-122.62441,-11.046126,4.625491,12.628771,-36.17674,63.224777,51.668266,95.81216,-41.993286,1.4139321,-10.718655,3.0230649,1.6067685,12.040174,41.438267,10.752033,-2.238136,-14.803809,-10.91368,-7.0067887,-1.2840935,26.539062,-15.8480425,7.6227074
43,1.346562385559082,3.2236292362213135,67.25919342041016,2.712647485444008,-0.2053906104919272,-134.0942456200641,26.307472,-14.816129,-5.065215,-26.940645,18.224995,-122.62441,-11.71616,2.8713691,13.196936,-38.167263,63.366085,50.68651,97.13321,-41.953865,1.4916512,-11.310389,3.1423988,1.9308385,11.917287,42.22843,10.786463,-2.0769017,-14.926471,-11.677882,-6.982501,-0.36814758,27.489622,-16.065348,7.557865
44,1.3832902908325195,3.2622933387756348,67.22784423828125,2.928006742514344,-0.2254131893295561,-135.05553677842764,26.9149,-14.849578,-6.0445943,-25.67289,16.850714,-122.62441,-12.077242,1.1611041,13.808692,-39.907,63.52339,49.79993,98.383255,-41.92486,1.7226815,-11.97026,3.251447,2.2736664,11.767453,43.030155,10.791242,-1.8224071,-15.054988,-12.410279,-6.948112,0.5657138,28.37931,-16.254232,7.496409
45,1.4158893823623657,3.2973344326019287,67.19879150390625,3.158043413363554,-0.23538768510854052,-136.02416663686336,27.535738,-14.906735,-7.0924125,-24.432083,15.522009,-122.62441,-12.418719,-0.5590911,14.371764,-41.657253,63.70259,48.93927,99.45909,-42.175835,1.9765465,-12.59763,3.3446095,2.6269429,11.590667,43.839367,10.772423,-1.4597932,-15.194369,-13.135221,-6.904302,1.5232697,29.240034,-16.42668,7.4365234
46,1.4432265758514404,3.330317974090576,67.17631530761719,3.4031601408963903,-0.2340426414441045,-137.0027726285293,28.169107,-14.986266,-8.187449,-23.205574,14.24227,-122.62441,-12.754918,-2.2679524,14.950003,-43.41154,63.90656,48.1278,100.377495,-42.621613,2.2738466,-13.2152605,3.4234002,2.993044,11.38135,44.65301,10.720525,-0.97262335,-15.34962,-13.835393,-6.8502774,2.5028453,30.038033,-16.56681,7.377286
47,1.473380446434021,3.3579609394073486,67.14810943603516,3.650423223162762,-0.2289282993459405,-137.99577893620116,28.813002,-15.071107,-9.175739,-22.139946,13.020108,-122.62441,-12.95732,-3.9441562,15.538772,-44.941357,64.07824,47.32478,101.304146,-43.036995,2.6090958,-13.834175,3.5015838,3.3521712,11.176247,45.450996,10.697033,-0.38489956,-15.523465,-14.548962,-6.7789884,3.4981055,30.860638,-16.716015,7.326279
48,1.5019152164459229,3.3802874088287354,67.12213897705078,3.896391427853206,-0.22458954088857894,-139.00857894441745,29.467752,-15.142235,-10.196156,-21.039492,11.804359,-122.62441,-13.38741,-5.519582,16.056715,-46.499256,64.22502,46.55924,102.13021,-43.497623,2.8563151,-14.436682,3.5899494,3.7209706,10.963731,46.229008,10.665785,0.31411463,-15.713488,-15.217732,-6.686443,4.494247,31.621496,-16.840591,7.2805357
49,1.533860683441162,3.394152879714966,67.09197998046875,4.134104114058575,-0.2216738926672358,-140.043174846623,30.137884,-15.2046385,-11.154117,-19.99494,10.658875,-122.62441,-13.848415,-7.047728,16.57729,-47.950558,64.326965,45.892696,102.94805,-43.930897,3.1031945,-15.106615,3.6889167,4.089607,10.762345,46.976532,10.654983,1.1002523,-15.921285,-15.869313,-6.5688615,5.494192,32.36971,-16.961514,7.245589
50,1.571163535118103,3.4012463092803955,67.03800201416016,4.3674464650992775,-0.21741871979278604,-141.09699359834352,30.823446,-15.270089,-12.264629,-18.737955,9.520825,-122.62441,-14.783595,-8.494085,17.02058,-49.657887,64.419174,45.369923,103.47991,-44.670544,3.305485,-15.78528,3.7951221,4.4145036,10.62153,47.695545,10.782623,1.9056069,-16.152664,-16.60765,-6.42107,6.512151,33.28664,-17.158371,7.222887
51,1.6022149324417114,3.404756546020508,67.00749969482422,4.606351893629983,-0.21022052134211355,-142.1686284803409,31.515556,-15.319927,-13.455214,-17.319672,8.505216,-122.62441,-15.944616,-9.8715105,17.486135,-51.549713,64.49481,45.10364,103.81558,-45.44372,3.568183,-16.5126,3.9112928,4.790727,10.40946,48.399372,10.778902,2.8213694,-16.397638,-17.213457,-6.2671146,7.5204477,33.9801,-17.25776,7.200221
52,1.6382962465286255,3.399857997894287,66.9764404296875,4.834578944073922,-0.2064798306136061,-143.2541942611458,32.20077,-15.347008,-14.478735,-16.033577,7.625122,-122.62441,-16.963339,-11.178438,17.94996,-53.248703,64.505905,44.91918,104.22272,-45.9626,3.8523982,-17.190407,4.050542,5.1659102,10.203507,49.066402,10.784068,3.7583025,-16.65891,-17.77828,-6.096532,8.513082,34.631508,-17.34348,7.1849685
53,1.6811493635177612,3.3865585327148438,66.94659423828125,5.050694247524327,-0.2077737775750728,-144.35429963345118,32.87902,-15.350784,-15.422701,-14.746396,6.762454,-122.62441,-18.105198,-12.365755,18.308208,-54.90344,64.42221,44.808605,104.65084,-46.359142,4.133875,-17.804815,4.2150455,5.545857,9.999911,49.703136,10.786667,4.686872,-16.942305,-18.293905,-5.911778,9.487411,35.22674,-17.407629,7.177111
54,1.727575421333313,3.3629753589630127,66.91783905029297,5.258363019321749,-0.21269316750062925,-145.46965577605255,33.555347,-15.337057,-16.277546,-13.448429,5.9269533,-122.62441,-19.351643,-13.470193,18.595682,-56.51193,64.233055,44.797585,105.10179,-46.689075,4.425884,-18.380966,4.3998175,5.932727,9.796426,50.321728,10.787063,5.575882,-17.24333,-18.766014,-5.7158856,10.449941,35.776417,-17.457428,7.177423
55,1.7739460468292236,3.3348474502563477,66.88795471191406,5.4628805493560195,-0.2169816934661541,-146.60044688892816,34.229042,-15.305391,-17.033997,-12.127842,5.1068273,-122.62441,-20.65713,-14.513947,18.817814,-58.067787,63.933567,44.853504,105.5922,-46.927982,4.6390414,-18.853518,4.603044,6.324685,9.586221,50.93019,10.782407,6.405131,-17.540405,-19.217316,-5.5066247,11.40541,36.312126,-17.505259,7.18137
56,1.8155511617660522,3.2968740463256836,66.86051177978516,5.669307490906184,-0.2160408368447518,-147.74659915149007,34.8991,-15.2561455,-17.682245,-10.769994,4.283008,-122.62441,-21.981865,-15.516198,18.97979,-59.56667,63.52392,44.9259,106.13783,-47.05372,4.665671,-19.14987,4.822973,6.715191,9.368794,51.53387,10.782524,7.1598153,-17.810987,-19.636915,-5.294098,12.357009,36.816185,-17.549166,7.191071
57,1.8541432619094849,3.249535083770752,66.83464050292969,5.877817639966313,-0.2095608065269673,-148.91305938352085,35.572575,-15.184082,-18.2098,-9.35829,3.447589,-122.62441,-23.362238,-16.475988,19.112617,-61.002834,63.00531,44.997677,106.75276,-47.07278,4.45363,-19.230225,5.0656896,7.1112323,9.134841,52.135937,10.768798,7.855809,-18.043163,-20.033846,-5.0784736,13.305452,37.30383,-17.596163,7.207437
