Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,AAHead_yaw,Head_pitch,Left_Shoulder_Pitch,Left_Shoulder_Roll,Left_Elbow_Pitch,Left_Elbow_Yaw,Left_Wrist_Pitch,Left_Wrist_Yaw,Left_Hand_Roll,Right_Shoulder_Pitch,Right_Shoulder_Roll,Right_Elbow_Pitch,Right_Elbow_Yaw,Right_Wrist_Pitch,Right_Wrist_Yaw,Right_Hand_Roll,Waist,Left_Hip_Pitch,Left_Hip_Roll,Left_Hip_Yaw,Left_Knee_Pitch,Left_Ankle_Pitch,Left_Ankle_Roll,Right_Hip_Pitch,Right_Hip_Roll,Right_Hip_Yaw,Right_Knee_Pitch,Right_Ankle_Pitch,Right_Ankle_Roll
12,-0.1342439502477646,2.0943474769592285,67.90390014648438,0.026716635999434978,0.4120939959440015,-92.68387102069005,4.004139,4.035942,-7.3535094,-75.57342,61.520206,-39.046516,3.8668919,8.010991,0.19657578,-3.0095384,67.661964,52.49851,42.99706,-23.117603,-10.838432,-12.82948,1.5396047,1.1063198,3.7619936,13.775093,10.79338,-9.221223,-5.736617,2.3519638,-5.432248,-23.80085,11.081159,-13.103768,7.5389423
13,-0.14523035287857056,2.110628843307495,67.92347717285156,0.02049323914597169,0.5385695416527574,-92.60347092485011,3.8556924,4.5437646,-7.4019194,-75.55631,61.475338,-39.054913,3.818981,8.00476,0.23445752,-3.0119283,67.65316,52.565933,43.02275,-23.127508,-10.830541,-12.830466,1.5257665,0.91843235,3.770149,13.704872,10.7945,-9.167799,-5.7265925,2.1971838,-5.421857,-23.861433,11.082852,-13.075899,7.5211496
14,-0.1558557152748108,2.1314971446990967,67.94400787353516,0.011645564654040312,0.6697216464502073,-92.52487634871794,3.6956632,5.08455,-7.4345417,-75.54153,61.41679,-39.055073,3.7730842,8.007949,0.27998108,-3.0092723,67.64446,52.629738,43.05113,-23.145882,-10.816344,-12.825282,1.5145501,0.7157452,3.782116,13.63287,10.792752,-9.101113,-5.715926,2.0320365,-5.4082904,-23.922264,11.084041,-13.042617,7.5003977
15,-0.17088590562343597,2.1487534046173096,67.96554565429688,0.004267555574230386,0.8102778650784842,-92.44335918894946,3.5195646,5.6314635,-7.472772,-75.51842,61.323723,-39.049805,3.730044,8.007914,0.3082126,-3.0011656,67.62774,52.70536,43.083572,-23.183867,-10.79332,-12.829117,1.5015672,0.5074057,3.7948797,13.559637,10.794015,-9.040658,-5.70841,1.8596525,-5.392285,-23.984287,11.084453,-13.012042,7.4767804
16,-0.18559744954109192,2.173187494277954,67.98941802978516,-0.00020370924032441347,0.9646866736416939,-92.35375985317427,3.3221846,6.1593637,-7.5063195,-75.49012,61.20974,-39.041107,3.6702313,7.99167,0.33942485,-2.987173,67.6049,52.768383,43.12068,-23.222254,-10.772052,-12.839524,1.4816263,0.2758138,3.8026397,13.484858,10.788241,-8.964973,-5.6966605,1.6629354,-5.3813863,-24.046232,11.085726,-12.971834,7.4507155
17,-0.2045782059431076,2.199918031692505,68.01484680175781,-0.0007854002662543908,1.1335936848802788,-92.25226708276578,3.0944881,6.660422,-7.52168,-75.47416,61.120716,-39.021183,3.5679605,7.9554453,0.41719064,-2.9772868,67.59322,52.798805,43.13674,-23.247076,-10.754226,-12.851474,1.4501829,0.01883942,3.809338,13.409154,10.789556,-8.885764,-5.685074,1.4452428,-5.372789,-24.10773,11.089272,-12.9286,7.4205065
18,-0.22017425298690796,2.231125593185425,68.0420150756836,0.0024017334221405305,1.3151632481660516,-92.14281662548767,2.840674,7.150715,-7.5531487,-75.4256,60.921288,-39.022278,3.5246303,7.907832,0.4075702,-2.9454722,67.55336,52.84634,43.183144,-23.309431,-10.72543,-12.893601,1.4112788,-0.25099668,3.8059967,13.33338,10.784213,-8.801615,-5.6671333,1.2069894,-5.373585,-24.168737,11.093071,-12.875994,7.392221
19,-0.23517222702503204,2.2544775009155273,68.07083892822266,0.005042008844321438,1.5088053626693023,-92.03071185646557,2.5759258,7.631825,-7.5745726,-75.36518,60.71947,-39.021133,3.43954,7.851296,0.42511448,-2.8998134,67.49933,52.87212,43.25336,-23.352125,-10.707005,-12.9258375,1.3721434,-0.53337985,3.8027487,13.255058,10.783064,-8.721479,-5.6489973,0.96199226,-5.374997,-24.23232,11.0981245,-12.828921,7.366938
20,-0.2512422800064087,2.27354097366333,68.10107421875,0.007678867500593103,1.7145835867157264,-91.92163220433582,2.316106,8.105035,-7.583738,-75.3048,60.489075,-38.995285,3.3204727,7.7846956,0.47585785,-2.8527904,67.44757,52.89307,43.32512,-23.363417,-10.694157,-12.936388,1.340548,-0.83176816,3.8013263,13.171668,10.782755,-8.638015,-5.631769,0.7075004,-5.37501,-24.30026,11.103794,-12.785227,7.341069
21,-0.26970452070236206,2.300755739212036,68.13275909423828,0.00806404405652504,1.9328961382070933,-91.81379787184254,2.0727942,8.58091,-7.5816298,-75.23412,60.193813,-38.95059,3.1807022,7.7105713,0.5374975,-2.8015177,67.39374,52.914383,43.405357,-23.343603,-10.685885,-12.922328,1.3171829,-1.1420547,3.8014388,13.080847,10.766833,-8.539853,-5.614103,0.43129423,-5.3692217,-24.373873,11.1084795,-12.733399,7.307653
