Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
22,0.07275626063346863,2.641718626022339,78.49169921875,-0.6332328433658587,-1.6172836144513671,-90.29502877544752,-0.4284032,3.276986,18.21548,11.643264,-10.6744175,0.520836,-1.4552668,-2.2307596,-9.391777,14.646513,-11.345568,0.93434125,-3.6177926,-0.23709896,13.0344305,-5.054114,16.761663,-31.903032,50.158283,39.25589,-0.14807804,10.495227,-6.314376,-15.394443,31.64979,42.98557,-25.82114,0.24725017,-4.392655
23,0.061637524515390396,2.586291790008545,78.49971008300781,-0.6439530501088749,-1.3822372817677373,-90.44118133307327,-0.5851632,3.322566,18.348879,11.566826,-10.668771,0.48211202,-1.6630112,-2.1633937,-9.267355,14.543424,-11.286041,0.9278265,-3.5075,-0.26233396,13.095201,-3.7089825,17.897455,-31.480942,46.179585,40.43528,0.6324798,10.506413,-5.180051,-16.485556,31.597631,38.697506,-27.167828,0.5028547,-4.5745597
24,0.05063265562057495,2.5224626064300537,78.50521087646484,-0.6651174391106631,-1.0923881672282327,-90.57659611040786,-0.8523547,3.3947496,18.467634,11.602224,-10.715097,0.4430347,-1.9388014,-2.0895586,-9.154899,14.4668045,-11.239077,0.9220852,-3.4241955,-0.27001974,13.1155205,-2.0895917,19.117111,-30.800362,41.918243,41.53825,1.1965141,10.325415,-3.7726116,-17.666904,31.292547,34.1555,-28.2269,0.6548821,-4.6243396
25,0.04062538594007492,2.4654929637908936,78.50552368164062,-0.698778117966516,-0.7354876817953012,-90.69887282860009,-1.2699536,3.5003932,18.568256,11.782908,-10.819552,0.4062711,-2.3087654,-2.0086017,-9.056823,14.424242,-11.200396,0.91975194,-3.3733895,-0.25733107,13.075265,-0.19631344,20.413279,-29.841494,37.3432,42.51632,1.4573432,9.929939,-2.0857043,-18.929384,30.662258,29.286367,-28.944841,0.7190538,-4.451435
26,0.0331471785902977,2.4205286502838135,78.50184631347656,-0.742234476673473,-0.3203060814784262,-90.81226421269216,-1.8122466,3.629973,18.655779,12.068484,-10.959899,0.3745432,-2.7626595,-1.9228301,-8.969566,14.405771,-11.160496,0.9194084,-3.3344023,-0.2318085,12.982558,1.9697182,21.77578,-28.60622,32.404804,43.36497,1.4703269,9.344212,-0.1210606,-20.262476,29.703798,24.066135,-29.362926,0.68915516,-4.110581
27,0.026494992896914482,2.3695414066314697,78.4942626953125,-0.7925017766641632,0.13164938276717192,-90.91952257050559,-2.434713,3.7789779,18.731806,12.442726,-11.142207,0.3456409,-3.2742727,-1.8351067,-8.890237,14.430008,-11.139631,0.9155073,-3.2910125,-0.19899707,12.872913,4.361528,23.178709,-27.155502,27.305622,44.036564,1.3255647,8.66114,2.0842414,-21.64233,28.483809,18.743181,-29.499392,0.4773803,-3.7924018
28,0.013646727427840233,2.322688341140747,78.47940063476562,-0.8456186420072959,0.5985836137670901,-91.02349471703779,-3.1391954,3.9558563,18.796034,12.950018,-11.382591,0.319452,-3.857344,-1.7490722,-8.815913,14.564083,-11.165584,0.89614,-3.228689,-0.16306125,12.774411,6.902135,24.585194,-25.58321,22.304306,44.489025,1.1541381,8.014466,4.471813,-23.037176,27.099148,13.610377,-29.376686,0.024130622,-3.7261364
29,-0.0020586070604622364,2.2771456241607666,78.45707702636719,-0.9034775553315358,1.087984462717109,-91.12657671215841,-3.919901,4.15758,18.85,13.565039,-11.671987,0.29649076,-4.505482,-1.66122,-8.745597,14.779649,-11.224815,0.86472535,-3.136725,-0.11535759,12.655083,9.534979,25.96455,-23.937815,17.509676,44.75953,1.0547302,7.463287,7.0251274,-24.424486,25.588234,8.755275,-28.945072,-0.6949779,-4.0602155
30,-0.024314353242516518,2.2262866497039795,78.43108367919922,-0.9660272094615857,1.607096006931174,-91.22689512764275,-4.760382,4.3785486,18.892782,14.2415085,-11.98749,0.27292138,-5.2067275,-1.5675244,-8.681977,15.043805,-11.305377,0.8224017,-3.0249748,-0.0507096,12.491844,12.235895,27.293962,-22.226637,12.898598,44.825333,1.0147134,7.0182414,9.723183,-25.78608,23.943232,4.1199503,-28.19478,-1.6005297,-4.724706
31,-0.039792679250240326,2.202099561691284,78.3920669555664,-1.0302528120055754,2.134363579326529,-91.32052046729775,-5.69405,4.615421,18.920256,15.055068,-12.351935,0.2681272,-6.0035257,-1.4890084,-8.623382,15.454866,-11.437136,0.7698814,-2.9134839,0.023064557,12.323299,14.969484,28.546947,-20.487831,8.546197,44.589066,1.022593,6.7461576,12.490976,-27.093094,22.196354,-0.20015565,-27.247772,-2.5836985,-5.632608
32,-0.047787897288799286,2.1903443336486816,78.3436508178711,-1.0897474195953194,2.64824137131582,-91.4032835271201,-6.658273,4.8474846,18.932644,15.938447,-12.740057,0.2840433,-6.862984,-1.4341209,-8.570056,16.011082,-11.626738,0.7044802,-2.8261487,0.09650214,12.187668,17.6999,29.696032,-18.771803,4.536569,43.962486,1.0752834,6.714738,15.238042,-28.30913,20.400312,-4.0893536,-26.241459,-3.523527,-6.711087
