Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_pitch_joint,head_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_roll_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_roll_joint,right_ankle_pitch_joint
11,0.6730496883392334,2.1767144203186035,100.87442016601562,-0.18500430693346712,-0.7185163112245433,-90.97537417364698,-4.2172756,0.9915195,12.875732,-24.167074,1.2655933,-8.669421,-4.2588167,20.762884,61.414604,-17.01242,-6.9976087,-10.383103,-5.023528,6.110702,-29.498186,57.145214,19.06589,-0.7478446,6.621557,-2.4041917,3.7279606,5.679856,16.679659,-4.051916,-11.89296,-1.0459758,-5.460166,-17.645681,16.710833,8.411281,-15.919078
12,0.749232292175293,2.146245241165161,100.8565673828125,-0.16618959037132508,-0.7132301379944765,-90.9010506536662,-4.338568,0.9757467,12.875803,-24.283535,1.3052628,-8.649282,-4.3337812,20.754856,61.36289,-16.888199,-6.981545,-10.4268465,-4.882063,6.1750054,-29.547516,56.926254,19.05756,-0.75865525,6.54384,-2.5198696,3.6626244,5.559528,16.863249,-3.9794524,-11.991029,-1.0945579,-5.5554924,-17.671812,16.845125,8.478717,-15.990287
13,0.828476071357727,2.1086840629577637,100.83738708496094,-0.13272604033678162,-0.7216667703878262,-90.84516911291047,-4.4377494,0.9400839,12.891116,-24.40289,1.3266873,-8.634584,-4.405836,20.741941,61.334274,-16.808416,-6.9742165,-10.451012,-4.742792,6.236464,-29.598415,56.70864,19.043648,-0.76356906,6.4995112,-2.5897427,3.578268,5.4785395,17.01584,-3.9060624,-12.084609,-1.1454198,-5.67351,-17.673101,17.011053,8.551337,-16.077572
14,0.9223037362098694,2.078195095062256,100.81562805175781,-0.0885997958768852,-0.7417019559958601,-90.80137866142482,-4.5243144,0.88794017,12.919406,-24.526392,1.3291954,-8.625601,-4.4754925,20.723375,61.324432,-16.75938,-6.974755,-10.462216,-4.6053967,6.295062,-29.652328,56.49517,19.030901,-0.76396716,6.4774523,-2.6375437,3.4741426,5.4203334,17.156864,-3.8253288,-12.1751585,-1.2186571,-5.8188477,-17.643162,17.222122,8.632412,-16.17773
15,1.0223705768585205,2.0374507904052734,100.79251861572266,-0.028366316924094137,-0.7665354135202537,-90.75566200009092,-4.6125016,0.81546414,12.950268,-24.652975,1.3175193,-8.62178,-4.543032,20.697815,61.33277,-16.72433,-6.975541,-10.470375,-4.470039,6.3508277,-29.709929,56.289036,19.02833,-0.7580414,6.456201,-2.6523407,3.3465185,5.377825,17.265886,-3.7421465,-12.258589,-1.2950512,-5.9902534,-17.605936,17.459583,8.7223015,-16.29388
16,1.140561580657959,1.9919438362121582,100.76764678955078,0.050610732115411186,-0.7896747227745226,-90.69418106675019,-4.716357,0.7189008,12.971925,-24.78015,1.2995114,-8.622428,-4.6087794,20.663517,61.359116,-16.685616,-6.9680295,-10.484727,-4.3365774,6.4040384,-29.771048,56.09288,19.04547,-0.7430737,6.4122076,-2.6539073,3.1858866,5.329305,17.35218,-3.6509588,-12.335456,-1.3910303,-6.200002,-17.562944,17.735376,8.827367,-16.42707
17,1.2666666507720947,1.9413484334945679,100.73865509033203,0.14626985123692096,-0.8078801667099588,-90.6121628133951,-4.839975,0.5993584,12.97831,-24.90398,1.2805326,-8.625363,-4.672849,20.620218,61.406506,-16.645966,-6.9485126,-10.502683,-4.2038918,6.4548073,-29.836273,55.90676,19.095242,-0.71291053,6.3228135,-2.652471,2.9984581,5.263417,17.424717,-3.5569503,-12.410038,-1.5178736,-6.442442,-17.510609,18.063837,8.9428425,-16.58736
18,1.3998761177062988,1.8802281618118286,100.7073974609375,0.2608503743944831,-0.8253566012914781,-90.51737108402534,-4.9735966,0.4592972,12.973111,-25.0229,1.2605623,-8.629151,-4.735447,20.567778,61.47297,-16.610432,-6.9199824,-10.520318,-4.0715756,6.5032887,-29.905504,55.72748,19.171633,-0.66853017,6.1990647,-2.6294456,2.7834976,5.197138,17.469486,-3.4605923,-12.478973,-1.6561054,-6.715712,-17.453703,18.424585,9.069002,-16.767416
19,1.5396175384521484,1.8238378763198853,100.67015838623047,0.3943252799597101,-0.8461593407589937,-90.41456420884592,-5.112692,0.29512265,12.960987,-25.136751,1.2394863,-8.636171,-4.796857,20.503962,61.552704,-16.567728,-6.8848867,-10.546155,-3.9413621,6.549674,-29.976658,55.554317,19.254614,-0.61958325,6.073304,-2.6060407,2.5423846,5.1226916,17.515875,-3.360485,-12.547484,-1.8405858,-7.026462,-17.3684,18.86123,9.201935,-16.978004
20,1.6933872699737549,1.7619901895523071,100.628662109375,0.5497858807802385,-0.874292921286195,-90.30863626549774,-5.2525125,0.10301212,12.948459,-25.24789,1.2171558,-8.649884,-4.8576007,20.425426,61.639347,-16.5053,-6.8465495,-10.588708,-3.8164995,6.5944147,-30.046465,55.390087,19.323574,-0.5794138,5.9804153,-2.5661561,2.268939,5.053604,17.55622,-3.253342,-12.615537,-2.046198,-7.378723,-17.265905,19.35037,9.347218,-17.211115
