Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_pitch_joint,head_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_roll_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_roll_joint,right_ankle_pitch_joint
39,-0.04579639807343483,2.611191987991333,102.26564025878906,0.0892200679235586,0.33405410830356547,-88.64181523810791,-1.9548875,2.3365428,6.836204,-15.710404,4.1188455,-8.667986,-4.8647137,-2.5154843,71.56654,-23.006643,-2.7108376,-13.122283,-8.322304,6.018091,-6.763925,75.859604,4.3682714,-3.510023,1.4439652,-1.8216282,0.89488405,7.726804,9.666122,-1.7072445,-8.642214,-2.6364532,-1.7766709,-5.5567822,11.844241,1.9957534,-10.765925
40,-0.04406842961907387,2.6077916622161865,102.26563262939453,0.08843356296069818,0.33608356637308867,-88.63983558532259,-1.9547938,2.3366246,6.8361893,-15.710404,4.1188455,-8.668101,-4.870174,-2.515366,71.56652,-23.006634,-2.7109141,-13.122186,-8.322304,6.023424,-6.764656,75.85955,4.3682556,-3.5100505,1.4438608,-1.8230036,0.8947068,7.724667,9.667827,-1.7060318,-8.644916,-2.6326394,-1.7766786,-5.560379,11.8386545,1.9972125,-10.765397
41,-0.04009794816374779,2.6066808700561523,102.26541900634766,0.08735150430440265,0.33763274056414805,-88.63762061743597,-1.9546267,2.3367572,6.8361464,-15.710404,4.1188474,-8.668262,-4.8756247,-2.5152223,71.566475,-23.006626,-2.7110236,-13.122054,-8.322305,6.0287914,-6.7653594,75.85949,4.368196,-3.5100837,1.4437432,-1.8284007,0.8938857,7.7206173,9.674274,-1.7029878,-8.648534,-2.6335745,-1.7779824,-5.561124,11.839132,2.0001018,-10.766452
42,-0.03568108007311821,2.607069969177246,102.26509857177734,0.08580030607216504,0.33860852822683585,-88.63546056221949,-1.9543728,2.3369317,6.836076,-15.7104025,4.11885,-8.668464,-4.8809204,-2.515063,71.56639,-23.00661,-2.711168,-13.121885,-8.322303,6.034047,-6.765991,75.85942,4.368068,-3.5101209,1.4436158,-1.8369838,0.8935416,7.7150583,9.685614,-1.6993961,-8.653683,-2.6365058,-1.7792337,-5.560536,11.842195,2.0034354,-10.7678995
43,-0.03201175481081009,2.607976198196411,102.26466369628906,0.08358090665330355,0.33915908836233505,-88.63334634538793,-1.9540143,2.3371668,6.835967,-15.710401,4.118853,-8.668733,-4.8866243,-2.5148752,71.56627,-23.00659,-2.711369,-13.121663,-8.322297,6.039752,-6.7666187,75.859344,4.3678617,-3.510165,1.4434631,-1.8482534,0.8945726,7.707992,9.701151,-1.6961324,-8.660206,-2.6377332,-1.7792566,-5.5609336,11.842785,2.0061727,-10.767934
44,-0.027877097949385643,2.603656768798828,102.264892578125,0.08272540947049405,0.3398656970062227,-88.63110231544862,-1.9533187,2.3377123,6.835714,-15.710394,4.118858,-8.669303,-4.896155,-2.514515,71.56599,-23.006514,-2.7118297,-13.121167,-8.322304,6.0493636,-6.7677407,75.85918,4.36744,-3.5102575,1.443134,-1.8432974,0.8927258,7.709198,9.696668,-1.6935173,-8.660873,-2.6276898,-1.7803571,-5.567362,11.831137,2.009731,-10.7653265
45,-0.025771822780370712,2.6013429164886475,102.264404296875,0.0819440036627178,0.3404840364019542,-88.63089169940257,-1.9531591,2.3378823,6.8356314,-15.710392,4.118858,-8.669473,-4.898737,-2.5144165,71.565895,-23.006495,-2.71197,-13.121031,-8.322315,6.0519958,-6.768045,75.85913,4.367355,-3.510282,1.4430488,-1.8477131,0.8928502,7.7066154,9.704851,-1.6923037,-8.665847,-2.6282382,-1.7809635,-5.566977,11.8334255,2.0111396,-10.767515
46,-0.022625448182225227,2.5985803604125977,102.26464080810547,0.08128359627712062,0.34093022673981427,-88.63151150210824,-1.9529077,2.3382986,6.8354273,-15.710387,4.118855,-8.669864,-4.903645,-2.5142028,71.565674,-23.00645,-2.7123082,-13.120726,-8.322367,6.057049,-6.768734,75.859024,4.367262,-3.510335,1.4428664,-1.8432862,0.89135194,7.709253,9.700523,-1.6908959,-8.665839,-2.6206906,-1.7817279,-5.570369,11.823577,2.0130036,-10.76412
47,-0.02001052349805832,2.595500946044922,102.26449584960938,0.08106169379095525,0.34124411903616425,-88.63294654587544,-1.9527298,2.3387854,6.8351865,-15.710381,4.118849,-8.670309,-4.908516,-2.5139735,71.56541,-23.006401,-2.7127037,-13.120392,-8.322445,6.062107,-6.769516,75.85892,4.3672504,-3.5103905,1.4426678,-1.8420615,0.89012885,7.7106695,9.701988,-1.6900445,-8.66866,-2.6183298,-1.7830318,-5.570287,11.822558,2.0143738,-10.7650385
48,-0.018490780144929886,2.5928211212158203,102.26419830322266,0.0803059045994495,0.3413571810512825,-88.63465365143037,-1.9526035,2.3393383,6.8349023,-15.710372,4.11884,-8.670827,-4.913639,-2.5137262,71.56509,-23.006334,-2.713167,-13.120028,-8.322548,6.067451,-6.7704167,75.858795,4.3673,-3.5104492,1.4424355,-1.844186,0.8903935,7.71047,9.708835,-1.6893535,-8.673694,-2.6172225,-1.7832583,-5.5693583,11.823389,2.0151942,-10.766695
